filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped,original_split,stratum,gt_region_bin,small_text_bin,small_text_lt8_ratio,small_text_lt12_ratio,short_side_1024_median,aspect_long_short,brightness,contrast,blur_laplacian
drp.en_ko.in_house.selectstar_003807.jpg,1,53,0.8696739673614502,0.9828178882598876,0.779891312122345,57,368.0,291.0,1.0,288.0,2.0,288.0,0.0,1.0,2.0,3.0,train,train_w0_s0,0,0,0.01754385965,0.05263157895,27.00256348,1.263573544,0.5450346655,0.1465461619,814.588505
drp.en_ko.in_house.selectstar_003808.jpg,3,103,0.966088891029358,0.9779874086380004,0.9544764757156372,108,659.0,636.0,2.0,631.0,9.0,631.0,5.0,1.0,6.0,0.0,train,train_w2_s0,2,0,0.01851851852,0.06481481481,28.1960083,1.0,0.5316014907,0.187079299,351.9867588
drp.en_ko.in_house.selectstar_003809.jpg,1,130,0.9259859919548036,0.9830188751220704,0.8752079606056213,135,601.0,530.0,2.0,528.0,7.0,528.0,2.0,2.0,6.0,0.0,train,train_w3_s1,3,1,0.02962962963,0.2740740741,12.6001503,1.333333333,0.4976318958,0.2712757577,1303.205312
drp.en_ko.in_house.selectstar_003810.jpg,2,96,0.9765366911888124,0.9956331849098206,0.9581589698791504,99,478.0,458.0,0.0,458.0,2.0,458.0,0.0,0.0,2.0,0.0,train,train_w1_s0,1,0,0.0,0.0404040404,21.33603668,1.333333333,0.4756507026,0.259037251,1289.584947
drp.en_ko.in_house.selectstar_003811.jpg,4,113,0.989763081073761,0.981249988079071,0.9984251856803894,115,635.0,640.0,0.0,634.0,6.0,634.0,6.0,0.0,2.0,0.0,train,train_w2_s1,2,1,0.1217391304,0.1826086957,16.73598633,1.333333333,0.5007114984,0.1574609503,938.5304249
drp.en_ko.in_house.selectstar_003813.jpg,3,146,0.9129604697227478,0.9585798978805542,0.8714859485626221,149,747.0,676.0,3.0,654.0,6.0,654.0,22.0,3.0,5.0,0.0,val,val_w4_s0,4,0,0.06711409396,0.1140939597,15.55124664,1.777777778,0.5388856443,0.2691937209,2252.892303
drp.en_ko.in_house.selectstar_003814.jpg,0,142,0.9929789304733276,0.9860557913780212,1.0,148,998.0,1004.0,0.0,998.0,8.0,998.0,6.0,0.0,6.0,0.0,train,train_w4_s1,4,1,0.06081081081,0.1891891892,14.06842346,2.740899358,0.5291296398,0.1494561317,1817.746653
drp.en_ko.in_house.selectstar_003815.jpg,4,114,0.987904965877533,0.9899598360061646,0.9858585596084596,107,495.0,498.0,5.0,493.0,0.0,493.0,3.0,5.0,0.0,2.0,train,train_w2_s0,2,0,0.0,0.009345794393,25.18732758,1.497076023,0.6955273863,0.1685624746,2373.905898
drp.en_ko.in_house.selectstar_003816.jpg,3,94,0.9467350244522096,0.9224806427955629,0.9722991585731506,80,361.0,387.0,8.0,359.0,2.0,359.0,28.0,4.0,2.0,0.0,train,train_w0_s0,0,0,0.0,0.0875,16.01189194,1.333333333,0.3960765764,0.2603071724,1268.942784
drp.en_ko.in_house.selectstar_003817.jpg,0,129,0.7923097014427185,0.9531981348991394,0.6778900027275085,121,891.0,641.0,8.0,612.0,1.0,612.0,28.0,7.0,1.0,1.0,train,train_w2_s0,2,0,0.06611570248,0.0826446281,17.68383636,1.333333333,0.5392878713,0.2426161045,971.2940864
