filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped
drp.en_ko.in_house.selectstar_002633.jpg,1,83,0.9659204483032227,0.9842342138290405,0.9482758641242981,86,464.0,444.0,4.0,444.0,7.0,444.0,0.0,3.0,6.0,0.0
drp.en_ko.in_house.selectstar_002639.jpg,1,163,0.9881212115287781,0.9864406585693359,0.9898074865341187,161,883.0,885.0,1.0,875.0,2.0,875.0,10.0,1.0,1.0,0.0
drp.en_ko.in_house.selectstar_002643.jpg,1,67,0.9977324604988098,0.9954751133918762,1.0,69,442.0,442.0,0.0,442.0,2.0,442.0,0.0,0.0,2.0,0.0
drp.en_ko.in_house.selectstar_002651.jpg,1,157,0.8620022535324097,0.8537735939025879,0.8703910708427429,214,895.0,848.0,13.0,792.0,68.0,792.0,10.0,12.0,33.0,46.0
drp.en_ko.in_house.selectstar_002658.jpg,1,101,0.9857133030891418,0.9923076629638672,0.9792060256004333,103,529.0,520.0,0.0,518.0,2.0,518.0,2.0,0.0,2.0,0.0
drp.en_ko.in_house.selectstar_002662.jpg,1,70,0.9362565279006958,0.9507246613502502,0.9222221970558167,74,360.0,345.0,4.0,336.0,8.0,336.0,9.0,3.0,7.0,0.0
drp.en_ko.in_house.selectstar_002670.jpg,1,144,0.9619550108909607,0.9850993156433105,0.9398733973503113,143,632.0,604.0,1.0,595.0,0.0,595.0,9.0,1.0,0.0,0.0
drp.en_ko.in_house.selectstar_002674.jpg,1,86,0.9817577004432678,0.9859648942947388,0.9775862097740173,95,580.0,570.0,0.0,567.0,5.0,567.0,3.0,0.0,3.0,0.0
drp.en_ko.in_house.selectstar_002677.jpg,1,101,0.9894461631774902,0.9939939975738525,0.9849397540092468,91,664.0,666.0,9.0,663.0,1.0,663.0,2.0,1.0,1.0,1.0
drp.en_ko.in_house.selectstar_002681.jpg,1,125,0.9886826872825623,0.9912434220314026,0.9861351847648621,128,577.0,571.0,0.0,569.0,3.0,569.0,2.0,0.0,2.0,0.0
drp.en_ko.in_house.selectstar_002693.jpg,1,144,0.8835753202438354,0.913777768611908,0.8553054928779602,177,1244.0,1125.0,3.0,1067.0,39.0,1067.0,55.0,3.0,11.0,3.0
drp.en_ko.in_house.selectstar_002694.jpg,1,115,0.9991796612739563,1.0,0.9983606338500977,115,610.0,609.0,0.0,609.0,0.0,609.0,0.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_002699.jpg,1,104,0.9911218881607056,0.9824000000953674,1.0,115,625.0,625.0,0.0,625.0,11.0,625.0,0.0,0.0,5.0,0.0
drp.en_ko.in_house.selectstar_002708.jpg,1,103,0.99534010887146,1.0,0.9907235503196716,104,539.0,534.0,0.0,534.0,0.0,534.0,0.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_002718.jpg,1,139,0.9954046607017517,0.9986842274665833,0.9921466112136841,139,764.0,760.0,2.0,760.0,1.0,760.0,0.0,2.0,1.0,0.0
drp.en_ko.in_house.selectstar_002723.jpg,1,195,0.9515039324760437,0.9597197771072388,0.9434276223182678,237,1202.0,1142.0,2.0,1136.0,40.0,1136.0,3.0,2.0,22.0,3.0
drp.en_ko.in_house.selectstar_002727.jpg,1,166,0.99153733253479,0.9859550595283508,0.997183084487915,171,710.0,712.0,0.0,708.0,6.0,708.0,4.0,0.0,6.0,0.0
drp.en_ko.in_house.selectstar_002739.jpg,1,139,0.7427545189857483,0.8416184782981873,0.664675772190094,196,1172.0,865.0,46.0,825.0,97.0,825.0,20.0,27.0,63.0,20.0
drp.en_ko.in_house.selectstar_002744.jpg,1,90,0.9268293380737305,0.9927927851676941,0.8690851926803589,91,634.0,555.0,0.0,551.0,0.0,551.0,4.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_002750.jpg,1,72,0.9965156316757202,0.9953595995903015,0.9976744055747986,72,430.0,431.0,1.0,430.0,1.0,430.0,0.0,1.0,1.0,1.0
